#  corrdinate, H_Res, Px_Res, Py_Res, Pz_Res, Gx_Res, Gy_Res, Gz_Res, ....
      0.16 3.3225891253649e-06 2.57245537323755e-06 4.97068734220867e-06 -1.47239986076002e-08 1.11999360597773e-06 6.97207739553669e-06 -1.39290938392454e-09
      0.48 4.09024807591781e-06 -3.62018021309458e-07 -3.60630069540096e-07 -3.52583046552792e-09 8.24341521974316e-07 2.42800935999198e-06 -4.04750996056787e-09
       0.8 8.63941620036513e-06 6.76725730394589e-06 -1.54714586090904e-06 4.95267105994093e-09 4.80254048143199e-07 -1.57814736209093e-06 -5.3548802560293e-09
      1.12 9.02215241357714e-06 1.34629348164936e-05 -3.29470518537937e-07 6.83446594161575e-10 -8.50075367523571e-07 -3.77199960539233e-06 -4.60796057163069e-09
      1.44 -4.22172043863505e-05 5.2010745743678e-06 -1.48048952365287e-06 -1.46767992416047e-09 -4.6084274311785e-07 -5.20455461734164e-06 9.88825483951913e-10
      1.76 -9.15399421869159e-05 -8.86266005366049e-06 4.61861934466441e-06 1.36152750223698e-08 4.67464758205864e-06 -3.17087393966114e-06 6.35757121743424e-09
      2.08 -4.75492371610242e-05 -8.89683054791549e-06 8.41216152334777e-06 2.8728656981952e-08 9.50748175740903e-06 -7.34146669849124e-07 5.90002779803848e-09
       2.4 -5.09863652624057e-07 1.42111228166056e-06 -1.94077546577343e-06 2.61036384448519e-08 6.56217810001847e-06 1.92036105570875e-09 4.6372677517365e-09
      2.72 -1.57911563397755e-05 2.28699809296544e-06 -3.1326025247622e-06 2.14247044178895e-08 8.60449685406207e-07 -1.52846061145316e-06 7.09475621711524e-09
      3.04 -3.8527139503582e-05 -6.80483984413299e-06 2.02925379929736e-06 3.37458481977595e-08 4.3417073356611e-06 -1.17087456044011e-05 1.28428355244735e-08
      3.36 -0.000105877154842538 -4.00681549720353e-06 -1.00698397617713e-05 4.95466394140193e-08 1.79122061218198e-05 -2.53077674544526e-05 1.96481847491852e-08
      3.68 -0.000273603730164507 1.89516998271659e-05 -2.55542380281354e-05 4.70504786709013e-08 2.63052304997035e-05 -2.25837266495482e-05 2.37422547371353e-08
         4 -0.000420308931706373 3.22488914878489e-05 -1.60000982822855e-05 3.82018315120961e-08 1.69476358311252e-05 3.93910959154516e-06 2.35661026614839e-08
      4.32 -0.000379487241290662 1.37558666187228e-05 1.3968319720067e-05 3.58773355211982e-08 -8.44196589283158e-08 3.18577775878216e-05 2.13033078082771e-08
      4.64 -0.000194840487141008 -1.31608882520761e-05 3.30180768590236e-05 3.15491798068548e-08 -5.53040172453679e-06 3.3689959999611e-05 1.89259987518376e-08
      4.96 -6.18983459767557e-05 -1.25661254114362e-05 2.51863989755242e-05 1.885205888658e-08 2.04198770802882e-06 1.18635743917602e-05 1.44538783531787e-08
      5.28 -3.9785666511553e-05 3.4037664532298e-06 6.52365649444395e-06 1.4104419847632e-08 6.6130802866109e-06 -8.65677464743557e-06 8.34469718346839e-09
       5.6 -2.47209212742039e-05 2.50453397226753e-06 -7.82809660669462e-06 1.31802672656242e-08 2.44012511380752e-06 -1.32608396435029e-05 5.38877968994864e-09
