#  corrdinate, H_Res, Px_Res, Py_Res, Pz_Res, Gx_Res, Gy_Res, Gz_Res, ....
      0.16 5.6118884309049e-06 -6.00579615267409e-06 1.50063044360591e-05 -9.19375839322121e-08 4.35219066848511e-06 3.46805235978484e-06 5.61858458025569e-09
      0.48 5.31334474161271e-06 9.09126227825363e-06 -2.81651432748212e-05 1.60140607149817e-08 6.70547197215545e-06 -7.43813154406423e-06 3.83382916875107e-08
       0.8 1.51722997096402e-06 8.93432281460302e-06 -3.05422561619104e-05 6.68222812586696e-08 3.2878498929585e-06 -1.92974211887056e-05 2.46065979033103e-08
      1.12 -2.04114846141294e-05 -5.3685704026145e-06 1.34004490597611e-05 -6.13017402783479e-08 -6.33388030660995e-06 -1.49077277292e-05 2.70663672022092e-09
      1.44 3.00428371887561e-05 -3.1995495548457e-06 3.00948774030441e-06 -1.0275171701975e-08 -9.47803947854891e-06 -7.76195249783091e-06 -8.96996037019911e-10
      1.76 -2.01203394185076e-05 -7.66268123108525e-06 -1.1449303231812e-05 -1.14400854467448e-08 -6.78166464866467e-06 -1.15295968999396e-05 -4.67761763049023e-10
      2.08 -5.58797049710026e-05 -1.83708945949674e-05 1.54144107847745e-05 -1.91103623848559e-08 8.82951549718983e-07 -5.12155216529089e-06 1.342122372399e-09
       2.4 0.000104190795517588 6.77554883302433e-06 1.56471848944539e-05 -1.57477146941899e-08 2.19857513145036e-06 5.28641589224542e-06 3.17865461175155e-09
      2.72 0.00012916469638011 -4.00421248057978e-06 1.79461632663232e-05 -2.80686763476658e-08 1.91462835883552e-06 6.71071597660752e-06 -1.26884474513159e-09
      3.04 0.000152678192102327 3.97440322440327e-07 -1.23240455070407e-05 -4.76405087799081e-08 2.90444006803838e-06 1.17214255192195e-05 -5.30550540812981e-10
      3.36 0.000252305019389987 4.79789608131804e-06 -8.57403322132035e-06 -5.83541100231362e-08 -6.99010207764735e-06 1.02997351161318e-05 -1.76320449636906e-09
      3.68 0.000387365902521708 -6.49275017096056e-06 6.49609017235055e-06 -8.18595836315866e-08 -1.59589667636756e-05 9.27484718159634e-06 -1.42630894671806e-08
